Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents' advice,Internet usage,Finances,Age,Siblings,Gender,Village - town,Interested in Math,Interested in Pets,Likes Techno
5,5,5,4,5,3,4,3,3,few hours a day,5,28,1,female,city,TRUE,No,TRUE
5,1,5,3,5,5,1,1,4,few hours a day,2,21,1,female,village,TRUE,Yes,FALSE
5,1,5,2,3,1,1,2,3,few hours a day,2,20,3,male,village,FALSE,No,FALSE
5,2,5,2,2,4,2,1,4,few hours a day,2,19,1,male,city,FALSE,Yes,FALSE
5,1,4,3,2,3,5,4,3,few hours a day,3,21,1,female,village,FALSE,No,FALSE
5,1,5,3,1,3,4,2,4,few hours a day,4,20,0,male,village,FALSE,No,FALSE
4,4,4,5,1,4,1,1,5,few hours a day,4,16,1,female,village,FALSE,Yes,TRUE
5,2,4,3,3,5,1,2,3,less than an hour a day,3,22,1,male,village,FALSE,Yes,FALSE
5,1,5,2,4,4,2,3,4,few hours a day,4,19,2,male,city,TRUE,Yes,FALSE
5,4,4,1,1,1,5,1,4,few hours a day,5,22,1,female,village,FALSE,No,TRUE
5,3,4,2,5,4,1,3,3,most of the day,4,20,0,male,village,TRUE,Yes,FALSE
5,1,5,3,1,2,4,3,3,few hours a day,4,22,0,male,city,FALSE,No,FALSE
5,1,5,3,4,1,2,3,2,most of the day,5,19,1,male,city,TRUE,No,FALSE
5,4,5,5,1,5,5,3,5,few hours a day,3,22,2,male,city,FALSE,Yes,TRUE
5,4,5,4,2,2,1,1,4,few hours a day,3,17,1,female,village,FALSE,No,TRUE
5,4,4,3,1,5,2,4,4,less than an hour a day,4,18,1,female,city,FALSE,Yes,TRUE
5,4,4,4,2,2,1,2,3,few hours a day,1,19,1,male,city,FALSE,No,TRUE
5,2,5,4,3,3,5,3,3,less than an hour a day,3,23,1,female,city,FALSE,No,FALSE
5,3,5,3,1,4,1,4,3,few hours a day,1,20,0,female,city,FALSE,Yes,FALSE
5,4,5,2,1,5,2,1,3,few hours a day,3,18,2,female,city,FALSE,Yes,TRUE
5,3,5,2,NaN,4,1,3,3,few hours a day,1,19,3,male,village,FALSE,Yes,FALSE
5,1,5,3,3,5,2,3,4,less than an hour a day,4,19,4,female,city,FALSE,Yes,FALSE
3,1,4,3,3,4,1,4,3,few hours a day,3,28,2,female,village,FALSE,Yes,FALSE
5,1,5,4,5,5,1,2,4,few hours a day,4,21,1,male,village,TRUE,Yes,FALSE
4,2,4,2,5,5,3,1,3,few hours a day,4,23,1,female,city,TRUE,Yes,FALSE
5,3,5,2,5,1,1,4,3,most of the day,3,20,2,male,city,TRUE,No,FALSE
5,1,4,5,1,3,1,3,3,few hours a day,3,20,1,male,city,FALSE,No,FALSE
5,1,4,5,3,2,3,3,2,most of the day,4,28,2,female,city,FALSE,No,FALSE
5,1,5,5,3,1,2,4,1,few hours a day,3,22,1,male,village,FALSE,No,FALSE
5,4,5,5,1,1,2,2,4,few hours a day,2,19,0,female,city,FALSE,No,TRUE
5,3,5,3,3,1,1,4,3,few hours a day,3,21,3,male,city,FALSE,No,FALSE
5,2,5,3,1,5,5,4,3,few hours a day,3,21,1,female,city,FALSE,Yes,FALSE
5,4,5,3,3,5,1,3,3,few hours a day,1,17,2,male,village,FALSE,Yes,TRUE
5,5,5,3,1,5,5,1,3,few hours a day,1,19,1,female,city,FALSE,Yes,TRUE
5,2,5,4,2,1,2,2,3,few hours a day,3,25,3,male,city,FALSE,No,FALSE
5,3,5,4,1,5,5,1,3,few hours a day,4,20,1,female,village,FALSE,Yes,FALSE
5,1,5,5,1,1,4,5,3,most of the day,1,26,2,male,city,FALSE,No,FALSE
5,3,5,3,3,5,3,3,3,few hours a day,3,21,0,male,city,FALSE,Yes,FALSE
5,1,5,2,1,3,3,1,4,few hours a day,2,20,2,female,city,FALSE,No,FALSE
5,2,5,4,2,2,4,3,3,most of the day,2,29,1,NaN,city,FALSE,No,FALSE
5,4,5,3,2,2,4,3,4,most of the day,3,25,1,male,city,FALSE,No,TRUE
5,1,5,3,1,5,1,5,4,few hours a day,1,21,2,male,city,FALSE,Yes,FALSE
5,3,5,3,1,1,3,4,5,most of the day,3,20,3,male,village,FALSE,No,FALSE
5,1,5,3,4,2,1,3,4,few hours a day,4,27,3,male,village,TRUE,No,FALSE
5,1,5,5,1,4,1,1,4,few hours a day,3,21,2,male,village,FALSE,Yes,FALSE
4,1,4,2,1,3,1,1,4,less than an hour a day,4,20,1,female,city,FALSE,No,FALSE
5,4,4,2,1,2,2,3,3,less than an hour a day,3,NaN,1,female,village,FALSE,No,TRUE
5,1,5,3,3,5,5,5,3,few hours a day,1,17,3,female,village,FALSE,Yes,FALSE
5,1,3,4,3,1,5,2,4,less than an hour a day,2,16,NaN,female,village,FALSE,No,FALSE
5,2,5,4,3,5,5,3,2,few hours a day,3,19,3,female,city,FALSE,Yes,FALSE
3,3,4,2,3,5,5,3,3,few hours a day,2,18,1,female,village,FALSE,Yes,FALSE
4,3,4,2,5,3,2,3,3,few hours a day,3,19,0,male,village,TRUE,No,FALSE
5,2,4,1,1,3,1,4,2,few hours a day,1,21,1,female,village,FALSE,No,FALSE
5,2,5,2,1,2,5,2,4,few hours a day,3,16,0,female,city,FALSE,No,FALSE
5,1,5,5,1,5,5,3,4,few hours a day,4,20,2,female,city,FALSE,Yes,FALSE
NaN,2,3,3,2,4,5,2,4,few hours a day,2,19,2,female,city,FALSE,Yes,FALSE
5,1,5,1,1,2,1,5,3,most of the day,3,20,1,female,village,FALSE,No,FALSE
5,2,3,1,1,5,1,4,4,less than an hour a day,4,16,2,female,village,FALSE,Yes,FALSE
5,4,4,4,2,3,2,3,4,less than an hour a day,5,20,1,male,city,FALSE,No,TRUE
5,1,5,3,1,3,1,3,3,less than an hour a day,3,18,0,male,village,FALSE,No,FALSE
5,2,5,5,1,4,4,1,4,few hours a day,1,20,1,male,village,FALSE,Yes,FALSE
5,2,5,3,2,3,5,2,4,less than an hour a day,4,20,2,male,village,FALSE,No,FALSE
5,3,5,1,2,2,5,5,3,few hours a day,3,16,2,female,city,FALSE,No,FALSE
5,2,5,4,3,4,3,3,4,less than an hour a day,3,19,1,female,village,FALSE,Yes,FALSE
5,2,4,1,3,2,1,3,2,few hours a day,2,19,1,male,city,FALSE,No,FALSE
5,3,5,1,1,1,3,4,4,most of the day,3,23,1,female,city,FALSE,No,FALSE
5,2,5,4,3,5,2,3,3,few hours a day,3,20,1,female,city,FALSE,Yes,FALSE
5,1,5,4,1,3,1,3,3,few hours a day,3,23,4,male,village,FALSE,No,FALSE
3,4,4,1,4,4,3,4,5,few hours a day,5,19,2,male,village,TRUE,Yes,TRUE
5,1,4,2,3,5,2,2,4,few hours a day,5,22,3,female,city,FALSE,Yes,FALSE
4,4,5,3,1,4,5,1,3,most of the day,1,17,3,male,city,FALSE,Yes,TRUE
5,5,5,3,1,4,1,3,3,less than an hour a day,3,20,1,female,village,FALSE,Yes,TRUE
5,2,4,2,2,4,2,4,2,less than an hour a day,4,21,1,female,city,FALSE,Yes,FALSE
5,3,5,3,3,4,4,2,3,few hours a day,1,21,3,male,city,FALSE,Yes,FALSE
5,2,5,3,4,5,5,2,2,few hours a day,3,19,1,female,city,TRUE,Yes,FALSE
5,1,5,2,1,5,4,3,4,few hours a day,3,20,0,female,village,FALSE,Yes,FALSE
5,5,5,5,5,2,2,4,3,most of the day,1,19,0,male,city,TRUE,No,TRUE
5,3,5,3,2,NaN,1,1,3,few hours a day,5,21,0,male,city,FALSE,No,FALSE
5,5,4,1,3,5,5,3,4,few hours a day,4,22,1,female,city,FALSE,Yes,TRUE
3,4,5,5,3,1,4,3,2,few hours a day,5,22,3,male,city,FALSE,No,TRUE
5,1,5,5,2,4,1,3,4,most of the day,3,22,1,male,city,FALSE,Yes,FALSE
5,4,4,3,2,5,3,4,4,most of the day,2,28,1,female,city,FALSE,Yes,TRUE
5,4,4,2,1,3,3,3,4,less than an hour a day,3,21,1,male,city,FALSE,No,TRUE
5,5,5,4,1,4,3,NaN,3,few hours a day,2,21,2,male,village,FALSE,Yes,TRUE
5,2,4,4,1,5,3,4,2,few hours a day,2,17,3,female,city,FALSE,Yes,FALSE
5,1,5,3,1,3,5,2,3,less than an hour a day,2,21,1,female,city,FALSE,No,FALSE
5,2,5,5,1,4,5,3,4,few hours a day,1,17,1,female,village,FALSE,Yes,FALSE
5,1,5,4,5,4,1,3,4,few hours a day,2,28,1,male,city,TRUE,Yes,FALSE
4,1,3,3,1,3,1,1,3,few hours a day,4,20,1,female,city,FALSE,No,FALSE
5,4,4,3,1,5,1,3,4,few hours a day,3,19,0,female,city,FALSE,Yes,TRUE
5,1,4,2,1,5,2,2,3,less than an hour a day,4,21,1,female,city,FALSE,Yes,FALSE
5,1,4,5,2,1,1,5,1,few hours a day,2,23,1,male,city,FALSE,No,FALSE
5,1,5,4,1,5,1,5,2,most of the day,1,17,1,male,village,FALSE,Yes,FALSE
5,5,3,2,1,4,1,5,3,few hours a day,4,20,0,male,city,FALSE,Yes,TRUE
5,3,5,2,2,2,1,2,4,less than an hour a day,3,19,1,male,city,FALSE,No,FALSE
4,3,5,3,2,5,4,4,3,few hours a day,5,19,1,male,city,FALSE,Yes,FALSE
5,3,5,4,4,2,2,2,4,few hours a day,2,19,1,male,city,TRUE,No,FALSE
5,4,5,2,1,5,5,4,3,most of the day,3,18,0,female,city,FALSE,Yes,TRUE
5,1,5,3,2,5,3,3,3,few hours a day,3,19,1,female,village,FALSE,Yes,FALSE
4,3,5,4,2,3,3,2,3,few hours a day,5,22,1,male,village,FALSE,No,FALSE
5,4,NaN,3,2,3,3,3,4,few hours a day,3,21,1,female,city,FALSE,No,TRUE
5,1,5,5,1,5,5,5,3,few hours a day,3,21,1,female,city,FALSE,Yes,FALSE
5,1,5,3,2,5,5,1,4,less than an hour a day,3,21,1,male,village,FALSE,Yes,FALSE
4,1,5,2,2,4,1,4,4,few hours a day,4,22,1,male,village,FALSE,Yes,FALSE
3,1,4,4,1,5,2,2,5,less than an hour a day,3,19,1,female,city,FALSE,Yes,FALSE
3,1,5,5,5,4,2,1,2,few hours a day,3,25,1,male,city,TRUE,Yes,FALSE
4,4,3,5,5,3,1,3,4,few hours a day,4,18,2,male,city,TRUE,No,TRUE
5,3,4,2,2,1,5,3,2,few hours a day,3,20,1,male,city,FALSE,No,FALSE
5,3,5,3,3,5,4,3,3,most of the day,2,18,0,female,city,FALSE,Yes,FALSE
5,5,3,4,3,2,3,1,4,most of the day,3,23,2,male,village,FALSE,No,TRUE
5,3,5,4,1,5,5,4,4,most of the day,2,18,1,female,city,FALSE,Yes,FALSE
5,5,5,3,1,5,1,3,2,few hours a day,5,22,1,female,village,FALSE,Yes,TRUE
5,3,5,2,2,2,1,3,4,few hours a day,1,20,0,male,city,FALSE,No,FALSE
3,4,5,4,3,4,1,1,1,few hours a day,3,19,1,male,city,FALSE,Yes,TRUE
5,1,4,3,1,1,1,3,5,most of the day,3,19,1,female,city,FALSE,No,FALSE
5,1,5,5,1,1,3,5,4,most of the day,3,23,0,female,city,FALSE,No,FALSE
5,2,5,3,5,1,3,2,3,few hours a day,2,27,4,male,city,TRUE,No,FALSE
5,2,5,4,1,2,3,4,2,most of the day,1,20,2,male,city,FALSE,No,FALSE
4,5,5,1,1,3,5,5,4,most of the day,3,20,3,NaN,city,FALSE,No,TRUE
5,4,5,2,1,5,2,2,4,few hours a day,3,18,1,female,city,FALSE,Yes,TRUE
5,1,5,5,1,3,1,4,3,few hours a day,1,21,3,male,city,FALSE,No,FALSE
5,1,5,3,1,2,5,2,2,few hours a day,1,21,1,female,city,FALSE,No,FALSE
5,2,5,2,3,5,5,1,3,few hours a day,4,19,1,female,city,FALSE,Yes,FALSE
5,4,5,2,2,4,2,3,3,less than an hour a day,4,22,0,female,village,FALSE,Yes,TRUE
5,2,5,3,3,1,3,3,3,less than an hour a day,5,20,1,female,city,FALSE,No,FALSE
4,2,5,2,4,4,1,4,4,few hours a day,3,19,0,male,city,TRUE,Yes,FALSE
5,3,5,2,1,5,3,3,4,few hours a day,1,20,0,female,city,FALSE,Yes,FALSE
5,5,4,3,3,1,5,3,3,few hours a day,3,19,1,female,city,FALSE,No,TRUE
5,3,5,3,4,5,4,2,3,few hours a day,2,18,1,female,village,TRUE,Yes,FALSE
5,4,4,4,3,4,1,3,4,few hours a day,2,17,1,male,village,FALSE,Yes,TRUE
5,1,5,1,1,3,1,1,3,less than an hour a day,2,21,2,male,city,FALSE,No,FALSE
5,2,4,3,2,2,4,2,4,few hours a day,3,19,1,female,village,FALSE,No,FALSE
4,1,4,4,1,2,3,3,4,less than an hour a day,3,25,1,female,city,FALSE,No,FALSE
5,3,5,5,1,4,3,1,4,few hours a day,1,24,2,male,village,FALSE,Yes,FALSE
5,2,NaN,4,5,5,1,2,3,less than an hour a day,2,29,1,male,village,TRUE,Yes,FALSE
5,1,4,4,1,5,3,3,3,few hours a day,2,21,1,female,city,FALSE,Yes,FALSE
5,1,5,2,3,1,3,5,3,few hours a day,3,18,1,male,city,FALSE,No,FALSE
5,1,5,4,3,4,5,3,5,few hours a day,2,21,3,female,city,FALSE,Yes,FALSE
5,3,5,2,2,3,2,4,3,most of the day,4,17,2,male,city,FALSE,No,FALSE
4,3,4,3,4,5,1,5,4,most of the day,4,22,0,male,city,TRUE,Yes,FALSE
5,2,5,4,2,5,2,2,4,few hours a day,4,18,2,female,village,FALSE,Yes,FALSE
4,1,5,3,4,5,4,2,5,few hours a day,4,18,3,female,village,TRUE,Yes,FALSE
5,5,4,5,3,5,1,3,4,few hours a day,4,23,1,male,village,FALSE,Yes,TRUE
4,2,5,2,1,1,2,1,3,few hours a day,3,22,1,male,city,FALSE,No,FALSE
5,1,5,5,1,5,3,3,3,most of the day,3,21,0,female,village,FALSE,Yes,FALSE
5,2,5,2,2,2,4,2,3,few hours a day,3,23,3,female,city,FALSE,No,FALSE
5,2,5,3,1,5,5,4,3,few hours a day,2,17,1,female,city,FALSE,Yes,FALSE
5,3,5,3,4,5,2,4,2,few hours a day,3,20,1,male,city,TRUE,Yes,FALSE
5,4,5,5,1,2,1,2,3,few hours a day,5,22,1,male,city,FALSE,No,TRUE
4,1,5,3,4,1,4,5,4,few hours a day,4,21,0,male,city,TRUE,No,FALSE
5,1,5,3,1,5,2,3,4,few hours a day,5,22,0,female,village,FALSE,Yes,FALSE
4,3,4,4,3,4,4,3,3,few hours a day,4,24,2,male,village,FALSE,Yes,FALSE
5,4,5,1,3,1,4,4,4,few hours a day,3,19,1,female,village,FALSE,No,TRUE
5,1,5,5,5,5,5,3,NaN,few hours a day,3,18,1,female,city,TRUE,Yes,FALSE
5,1,5,1,1,3,4,3,3,most of the day,3,24,1,female,city,FALSE,No,FALSE
5,4,5,1,5,4,1,1,3,few hours a day,4,22,3,male,city,TRUE,Yes,TRUE
5,1,2,2,3,2,1,5,3,few hours a day,4,20,1,male,village,FALSE,No,FALSE
5,1,5,5,2,1,2,5,4,less than an hour a day,5,20,1,female,city,FALSE,No,FALSE
5,2,3,4,2,4,2,2,3,few hours a day,2,19,1,female,city,FALSE,Yes,FALSE
5,2,4,3,4,5,4,2,2,few hours a day,4,21,1,female,city,TRUE,Yes,FALSE
5,2,4,4,3,1,2,3,3,no time at all,3,25,1,male,city,FALSE,No,FALSE
5,1,5,3,1,2,2,2,4,few hours a day,4,28,1,female,village,FALSE,No,FALSE
5,4,5,4,1,5,3,3,3,few hours a day,3,20,1,female,city,FALSE,Yes,TRUE
5,1,4,3,1,5,2,5,3,few hours a day,2,20,2,female,city,FALSE,Yes,FALSE
5,1,3,5,2,4,2,2,3,few hours a day,4,23,1,male,city,FALSE,Yes,FALSE
5,1,4,2,4,2,2,4,2,few hours a day,3,27,1,male,city,TRUE,No,FALSE
4,4,4,4,2,3,2,3,3,few hours a day,4,21,1,male,village,FALSE,No,TRUE
5,2,3,3,2,4,1,3,3,few hours a day,3,23,1,female,city,FALSE,Yes,FALSE
5,4,4,3,3,5,2,3,4,few hours a day,3,22,2,female,city,FALSE,Yes,TRUE
3,1,4,3,1,5,5,3,3,few hours a day,4,28,1,female,city,FALSE,Yes,FALSE
4,1,4,3,1,5,4,4,3,less than an hour a day,4,22,2,female,city,FALSE,Yes,FALSE
5,1,4,1,3,3,1,2,4,less than an hour a day,3,18,1,male,city,FALSE,No,FALSE
5,3,5,3,2,2,4,3,4,most of the day,3,25,1,female,city,FALSE,No,FALSE
5,2,5,3,1,3,3,2,3,few hours a day,3,20,2,female,city,FALSE,No,FALSE
4,1,5,5,4,5,1,1,3,few hours a day,2,28,1,female,city,TRUE,Yes,FALSE
5,1,3,5,2,5,3,4,4,few hours a day,3,23,1,female,city,FALSE,Yes,FALSE
5,3,5,3,1,5,1,3,4,few hours a day,4,21,0,female,city,FALSE,Yes,FALSE
5,5,5,4,3,5,5,3,3,few hours a day,3,25,1,female,city,FALSE,Yes,TRUE
5,4,4,3,2,3,5,3,3,few hours a day,3,28,1,female,city,FALSE,No,TRUE
4,5,5,3,4,5,2,3,3,few hours a day,1,19,4,male,village,TRUE,Yes,TRUE
5,1,5,4,1,5,NaN,3,4,less than an hour a day,3,30,1,female,village,FALSE,Yes,FALSE
5,1,5,2,3,3,3,2,3,few hours a day,2,28,1,female,village,FALSE,No,FALSE
5,3,5,3,2,5,4,4,4,few hours a day,3,19,0,female,village,FALSE,Yes,FALSE
2,3,3,3,3,3,3,3,3,less than an hour a day,3,21,1,male,city,FALSE,No,FALSE
5,1,5,3,1,2,5,3,5,few hours a day,3,19,1,male,city,FALSE,No,FALSE
5,1,5,3,3,1,5,4,4,few hours a day,4,18,2,female,city,FALSE,No,FALSE
5,3,5,5,3,5,1,3,3,few hours a day,4,18,1,male,city,FALSE,Yes,FALSE
5,3,5,4,3,2,4,3,3,few hours a day,3,18,1,male,city,FALSE,No,FALSE
5,2,5,3,1,3,5,4,3,less than an hour a day,2,17,0,female,city,FALSE,No,FALSE
5,2,5,5,3,3,1,1,3,few hours a day,3,21,1,male,city,FALSE,No,FALSE
5,4,4,2,1,3,2,5,3,few hours a day,3,18,1,female,village,FALSE,No,TRUE
5,4,5,5,5,1,3,5,3,few hours a day,3,21,4,male,city,TRUE,No,TRUE
5,3,4,4,2,5,5,3,3,few hours a day,3,23,0,female,city,FALSE,Yes,FALSE
5,3,5,3,2,3,1,4,3,less than an hour a day,3,18,1,female,city,FALSE,No,FALSE
5,1,5,2,4,1,5,4,3,most of the day,2,20,1,female,city,TRUE,No,FALSE
5,2,5,3,1,2,2,5,5,most of the day,1,19,0,female,city,FALSE,No,FALSE
5,2,5,2,1,1,2,3,3,few hours a day,2,20,1,female,city,FALSE,No,FALSE
5,1,5,3,1,5,2,2,3,few hours a day,4,26,3,female,village,FALSE,Yes,FALSE
5,5,5,5,3,5,3,3,4,few hours a day,4,21,1,female,city,FALSE,Yes,TRUE
5,1,4,5,5,2,4,5,3,most of the day,3,19,2,male,city,TRUE,No,FALSE
4,1,5,3,1,5,1,1,3,few hours a day,1,23,1,male,city,FALSE,Yes,FALSE
5,2,5,2,1,4,5,3,3,less than an hour a day,3,21,2,female,village,FALSE,Yes,FALSE
5,3,5,4,4,5,1,1,4,few hours a day,3,22,1,female,village,TRUE,Yes,FALSE
5,3,4,2,1,1,1,2,3,few hours a day,1,18,2,male,city,FALSE,No,FALSE
5,2,3,2,3,2,1,5,4,few hours a day,4,21,1,female,village,FALSE,No,FALSE
5,4,5,2,3,5,1,3,2,few hours a day,3,23,1,male,city,FALSE,Yes,TRUE
5,2,5,2,1,3,1,3,3,less than an hour a day,2,17,0,female,city,FALSE,No,FALSE
4,1,5,3,5,2,2,1,4,few hours a day,4,20,1,female,city,TRUE,No,FALSE
4,1,3,3,1,5,2,4,3,few hours a day,4,22,1,female,village,FALSE,Yes,FALSE
5,1,5,1,1,3,5,1,4,few hours a day,3,20,1,female,village,FALSE,No,FALSE
5,2,3,5,1,3,5,3,3,most of the day,1,19,2,female,village,FALSE,No,FALSE
5,3,5,3,3,5,4,2,4,less than an hour a day,5,25,0,female,village,FALSE,Yes,FALSE
4,1,5,4,2,5,2,2,3,few hours a day,3,29,1,male,village,FALSE,Yes,FALSE
5,3,4,5,5,2,3,3,4,less than an hour a day,5,29,2,male,village,TRUE,No,FALSE
5,1,5,3,3,5,3,3,3,few hours a day,3,17,1,female,city,FALSE,Yes,FALSE
5,NaN,5,3,1,4,5,4,3,less than an hour a day,3,17,1,female,city,FALSE,Yes,FALSE
4,3,5,3,4,3,2,1,3,few hours a day,2,19,2,male,city,TRUE,No,FALSE
4,2,5,5,2,1,1,3,4,few hours a day,4,18,2,female,city,FALSE,No,FALSE
5,1,4,1,3,1,3,3,5,less than an hour a day,4,20,3,female,city,FALSE,No,FALSE
5,2,5,3,2,1,2,3,4,few hours a day,3,21,0,female,city,FALSE,No,FALSE
5,1,5,5,3,1,5,3,4,few hours a day,NaN,18,1,female,city,FALSE,No,FALSE
4,2,5,2,2,2,5,3,3,few hours a day,3,19,1,female,city,FALSE,No,FALSE
5,3,5,5,1,3,1,2,3,few hours a day,1,19,0,male,village,FALSE,No,FALSE
5,4,5,2,1,5,3,5,3,less than an hour a day,2,20,2,male,city,FALSE,Yes,TRUE
5,5,3,1,3,1,3,1,3,less than an hour a day,3,19,1,male,village,FALSE,No,TRUE
5,3,5,5,5,5,5,3,3,few hours a day,1,18,1,female,village,TRUE,Yes,FALSE
5,3,NaN,4,4,5,2,3,4,few hours a day,3,18,1,male,city,TRUE,Yes,FALSE
5,1,5,5,1,5,2,3,2,few hours a day,NaN,16,1,female,village,FALSE,Yes,FALSE
5,2,5,4,4,1,1,4,4,few hours a day,4,18,1,female,city,TRUE,No,FALSE
5,2,4,5,3,1,2,2,3,few hours a day,3,19,0,female,village,FALSE,No,FALSE
4,1,5,5,5,5,2,3,3,most of the day,3,24,2,female,village,TRUE,Yes,FALSE
5,1,4,3,5,1,1,1,5,less than an hour a day,5,19,3,female,city,TRUE,No,FALSE
2,1,3,4,3,3,3,2,5,no time at all,5,NaN,1,female,village,FALSE,No,FALSE
4,2,5,5,2,4,3,3,3,few hours a day,2,20,1,female,city,FALSE,Yes,FALSE
5,3,5,4,1,5,3,4,3,most of the day,3,21,0,female,city,FALSE,Yes,FALSE
5,NaN,5,1,4,4,1,2,3,few hours a day,2,23,2,male,city,TRUE,Yes,FALSE
5,3,5,5,5,4,2,1,3,few hours a day,4,23,0,male,city,TRUE,Yes,FALSE
4,2,5,4,3,4,3,2,4,less than an hour a day,3,17,1,male,city,FALSE,Yes,FALSE
5,1,5,5,5,1,1,4,5,few hours a day,3,18,3,female,city,TRUE,No,FALSE
5,5,5,3,4,1,2,1,1,few hours a day,1,26,5,male,village,TRUE,No,TRUE
2,1,1,1,3,2,1,3,4,few hours a day,1,22,0,male,city,FALSE,No,FALSE
5,NaN,5,3,1,3,1,4,2,less than an hour a day,2,22,2,male,city,FALSE,No,FALSE
5,5,4,4,4,4,3,2,3,most of the day,3,25,2,male,village,TRUE,Yes,TRUE
5,2,5,1,5,4,5,3,4,few hours a day,3,21,1,female,city,TRUE,Yes,FALSE
5,3,5,5,1,1,1,2,4,few hours a day,4,18,2,female,city,FALSE,No,FALSE
5,3,5,3,2,5,5,3,3,less than an hour a day,3,15,2,female,city,FALSE,Yes,FALSE
5,1,5,4,1,4,3,3,3,few hours a day,3,17,0,male,city,FALSE,Yes,FALSE
5,1,4,4,4,1,1,2,3,less than an hour a day,4,22,6,female,city,TRUE,No,FALSE
5,2,5,2,1,1,1,3,4,few hours a day,4,21,1,female,city,FALSE,No,FALSE
5,4,4,3,3,1,2,2,4,few hours a day,1,21,3,female,village,FALSE,No,TRUE
5,1,5,4,1,5,2,2,3,few hours a day,2,19,3,female,village,FALSE,Yes,FALSE
